source_file,src_type,title,authors,year,journal,doi,url,abstract
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Meta-analysis of transformational school leadership effects on school outcomes in Taiwan and the USA,"Chin, JMC",2007,ASIA PACIFIC EDUCATION REVIEW,10.1007/bf03029253,,"Researchers have suggested that transformational leadership is an important aspect of effective schools; however, whether the effects vary across related studies and the robustness of the overall effect size remain unclear. A meta-analysis technique was used to synthesize the results of 28 independent studies and to investigate the overall relationship between transformational school leadership and three measures of school outcomes. The study found that, in terms of the mean effect sizes, transformational school leadership does have positive effects on teacher job satisfaction, school effectiveness perceived by teachers, and student achievement."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Instructional leadership scale for high school principals: Development and validation,"Lai, HC; Lien, HY",2025,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432231177531,,"Principal instructional leadership (PIL) refers to the management of school curriculum, instruction, and assessment by the principal of a school. It is essential to measure the extent of the instructional leadership provided by principals and to propose means of improving instructional leadership. The principal instructional leadership scale (PILS) has been put forward to achieve these goals. In the current study, we validated the PILS on a sample of Taiwanese teachers using a multilevel approach involving expert reviews and three studies. Following two stages in confirmation of content validity by 20 experts, the initial 30-item PILS with five core concepts was subjected to discrimination analysis, exploratory factor analysis, and internal consistency reliability analysis utilizing SPSS 13.0 for Windows and AMOS 22.0 (n = 339). This resulted in the deletion of nine items. In the second study, the individual item reliability of the remaining 21 items was examined, and the composite reliability, convergent validity, and discriminant validity confirmed the selection of the optimal model (n = 672). The results of the third study (n = 1438) supported metric invariance, scalar invariance, and factor variance-covariance invariance and confirmed scalar measurement invariance across genders. Finally, cross-validation analysis verified that the scale was stable and well-constructed."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,"Instructional Leadership, Transformational Leadership: A Comparison of Two Leadership Concepts","Li, DY; Chen, CW; Hallinger, P; Wang, WC",2013,"PSYCHOLOGY, MANAGEMENT AND SOCIAL SCIENCE",,,"The major objective of this paper is to explore the relationship between the concepts of principal instructional leadership and transformational leadership. These leadership constructs represent the most commonly studied models found in the education literature of the past 30 years. The study examines results obtained from two doctoral studies conducted in United States in 2010 and 2011. Both studies used the Principal Instructional Management Rating Scale (PIMRS) to assess instructional leadership of the principals participated in their research. For assessing principals' transformational leadership, the Leadership Practice Inventory (LPI) and the Multifactor Leadership Questionnaire (MLQ) were used. In this paper, we first compare the two concepts based on theory. We used this to develop predictions of the relationships among dimensions that comprise the models. We then compare the actual correlations among the constructs obtained in the two studies. Results show a strong fit of empirical data and our theoretical predications. The study adds to this literature by further clarifying differences and similarities between the models."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,How school leadership practices relate to student outcomes: Insights from a three-level meta-analysis,"Tan, CY; Dimmock, C; Walker, A",2024,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432211061445,,"The present study aims to generate broad insights from the large corpus of literature on the associations between a comprehensive range of school leadership practices and student outcomes in different school contexts. Three-level meta-analysis of 493 independent effects from 108 studies published since 2000 showed that the mean effect size was small at r = 0.14. Effect sizes for leadership practices ranged from r's = 0.10 to .26. Results underscored the importance of different types of leadership practices related to instructional management, enhancing teacher capacity, and engaging external stakeholders to improve student outcomes. School leadership practices were significantly associated with students' academic achievement (in different subjects except science) and learning attitudes/processes but not attainment. Moderator analyses showed that school leadership effects were significant in studies using a school-level analysis but not in those using a lower-level of analysis. Additionally, school leadership effects were significant at different grade levels (G1-G6, G7-G12) and in research reported in different study types (articles, dissertations) and in different years (2000-2009, 2010-2018)."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,School emphasis on academic success: the role of principal qualifications,"Sideridis, G; Alghamdi, M",2024,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2024.1288174,,"The purpose of the present study was to relate a principal's qualifications with a school's emphasis on academic success. Participants were n = 206 principals of respective schools in Saudi Arabia that took part in the study as a function of the TIMSS-2019 assessment. Principals were administered the eleven-item ""School Emphasis on Academic Success"" scale. A binary covariate defining low and high principal qualifications was computed. The Multiple Indicators Multiple Causes (MIMIC) model was involved with the latent means of both a general and three specific factors being regressed on the covariate to evaluate latent mean differences across differentially qualified principals. Furthermore, each one of the instrument's indicators was regressed on the principal covariate to evaluate the presence of Differential Item Functioning (DIF) or in other words additional effects due to item content. Results indicated a significant omnibus effect for the general factor only, with highly qualified principals holding significantly more positive beliefs about how parents, teachers, and students feel about their school's emphasis on academic success. Further analyses at the item level indicated that ""teacher expectations"" were the single item presenting a DIF effect with highly qualified principals having stronger beliefs about their teacher's expectations of student success over and above the latent factor mean. Results are discussed on how they inform educational policy and practice."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Identifying and Predicting Effective Leader Practices: Examining Principal Experience and Prior Roles,"Hitt, DH; Player, DW",2019,LEADERSHIP AND POLICY IN SCHOOLS,10.1080/15700763.2017.1384502,,"The importance of leadership in schools is substantiated, and we know that effective leaders call upon certain practices to influence student achievement. What remains less clear is how the professional backgrounds of educators may influence effective leader practice. This study utilizes data from the Schools and Staffing Survey to first identify six latent constructs that broadly represent effective leader practices. Our findings include that years of experience as a teacher is more strongly correlated with effective leader practice than other types of experience. These findings are the first national estimates of this relationship."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,The relative effects of principal and teacher sources of leadership on student engagement with school,"Leithwood, K; Jantzi, D",1999,EDUCATIONAL ADMINISTRATION QUARTERLY,10.1177/00131619921968798,,"Survey data from an achieved sample of 1, 762 teachers and 9,941 students in one large Canadian school district were used to explore the relative effects of principal and teacher leadership on student engagement with school. Results demonstrated greater effects of principal as compared to teacher sources of leadership on student engagement. The effects of principal leadership were weak bur significant, whereas the effects of teacher leadership were not significant Both forms of leadership were mediated by many of the same elements of the school organization."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Examining US principal perception of multiple leadership styles used to practice shared instructional leadership,"Urick, A",2016,JOURNAL OF EDUCATIONAL ADMINISTRATION,10.1108/jea-07-2014-0088,,"Purpose - Decades of research on different leadership styles shows that effective school leadership is the degree of influence or synergy between teachers and principals around the core business of schools, instruction. While various styles, such as transformational, instructional, shared instructional, point to the similar measures of high organizational quality, the inconsistency in how these styles are defined and relate make it unclear how principals systematically improve schools. The paper aims to discuss these issues. Design/methodology/approach - This study used the 1999-2000 schools and staffing survey, n = 8,524 of US principals, since it includes a nationally representative sample of administrators who responded to a comprehensive set of leadership measures around a time of school restructuring reforms. Confirmatory factor analysis was used to identify different styles, and to measure the extent of their relationship. These factors were used to test a theory about why principals practice each of these styles to a different degree based on levels of shared instructional leadership. Findings - Based on the theoretical framework, principals should have a similar high influence over resources, safety and facilities regardless of degree of shared instructional leadership since these tasks address foundational school needs. However, principal and teacher influence over these resources differed across levels of shared instructional leadership more than principal-directed tasks of facilitating a mission, supervising instruction and building community. Originality/value - Differences in the practice of styles by shared instructional leadership did not fit changing, higher ordered needs as theorized instead seemed to vary by a hierarchy of control, the way in which principals shared influence with teachers."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Impact of effective leadership style on school performance: with reference to Central Colleges in the Western Province of Sri Lanka,"Fernando, LS; Kularathna, EAI; Kumarasinghe, IDCD",2023,SRI LANKA JOURNAL OF SOCIAL SCIENCES,10.4038/sljss.v46i02.8765,,"The primary goal of any school is to improve the academic performance of students, which in turn leads to higher performance by school children and the school as well. Research has proved that school leaders can make a difference in school and student performance. Thus, the leadership style and the role of principals are crucial in directing their schools towards better performance. Central Colleges in Sri Lanka as secondary and collegiate levels of schools have shown higher performances in the past, but there is evidence that the performances of the Central Colleges are declining at present. Having explored the meaning of school performances, this study identifies characteristics of effective leadership and examines the impact of the effective leadership style on the school performance of Central Colleges in the Western Province of Sri Lanka. Based on quantitative research methods, primary data were collected using a structured questionnaire from a sample of 357 teachers using a random sampling method. Descriptive and inferential statistics were used to analyse the data. Based on the analysis five characteristics of effective leadership were identified explaining 81.4% variance in school performance and these characteristics significantly and positively affect school performance. Thus, school performances could be improved if principals are inclusive, innovative, resourceful, and thoughtful of others, encourage their teachers to get the best results, and create a stimulating environment for improving performance as there is a lack of research specifically, exploring the qualities of effective leadership style, this study filled an apparent knowledge gaps in prior research concerning effective leadership characteristics with empirical data."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Relationship-based instructional leadership,"Shaked, H",2024,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2021.1944673,,"Instructional leadership is an educational leadership model in which principals are directly and continually involved in curricular and instructional issues. This study aimed to identify the relationships needed for principals' instructional leadership, a topic that has not been sufficiently explored. Participants of this qualitative study were 26 Israeli school principals. Data were collected through semi-structured interviews. Findings suggest that instructional leaders do not only focus on ensuring that educational work is carried out adequately but also on intrapersonal and interpersonal relationships. The basis for instructional leadership is four relationships that principals need to cultivate: (1) with themselves; (2) with school middle leaders; (3) with teachers; and (4) with external stakeholders. Implications and further research are discussed."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,A systematic review of studies on leadership models in educational research from 1980 to 2014,"Gumus, S; Bellibas, MS; Esen, M; Gumus, E",2018,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/1741143216659296,,"The purpose of this study is to reveal the extent to which different leadership models in education are studied, including the change in the trends of research on each model over time, the most prominent scholars working on each model, and the countries in which the articles are based. The analysis of the related literature was conducted by first employing a bibliometric analysis of the research and review papers indexed in the Web of Science database between 1980 and 2014. Then, a more in-depth analysis of selected papers was done using the content analysis method. The results showed that there has been increasing interest in leadership models in educational research over time. Distributed leadership, instructional leadership, teacher leadership, and transformational leadership are the most studied leadership models in educational research. It was also found that related research increasingly focuses on the effects of leaders on organizational behaviors/conditions and on student achievement. Accordingly, usage of quantitative methodology has significantly increased during the last decade. Possible reasons for these changes, implications, and recommendations for future research are also discussed."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,PRINCIPAL LEADERSHIP LONG-TERM INDIRECT EFFECTS ON LEARNING GROWTH IN MATHEMATICS,"Dumay, X; Boonen, T; Van Damme, J",2013,ELEMENTARY SCHOOL JOURNAL,10.1086/673198,,"In both the school effectiveness and the educational administration literature, growing attention has been paid to the extent of principal leadership effects and the means by which they affect school performance. The main goal of this study is to estimate the effects of principal leadership on students' achievement growth in mathematics over a period of 6 years. Results from multilevel latent growth show that the impact of principal leadership on students' achievement growth is mediated by teacher collaboration and collective efficacy."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Relation between Secondary School Administrators' Transformational and Transactional Leadership Style and Skills to Diversity Management in the School,"Okçu, V",2014,KURAM VE UYGULAMADA EGITIM BILIMLERI,10.12738/estp.2014.6.2128,,"This study investigates the relation between secondary school administrators' transformational and transactional leadership style and skills to diversity management in the school, based on branch teachers' perceptions. The relational survey method was used in the study. The sample for the study was comprised of teachers 735 public school teachers from 34 different schools in the city of Siirt during the academic year of 2010-2011. In the research, ""Multifactor Leadership Questionnaire"" scale was used to determine the leadership styles of school administrators and ""Questionnaire for Diversity Management"" scale was used to indicate the degree of behavior related to diversity management. In the result of research it was determined that there was a positive and moderate relationship between school administrators' transformational leadership style and skills to management diversity. This study it was found that there was a positive and moderate relationship between all dimensions of transformational leadership and contingent reward sub-dimension of transactional leadership and administrative practices and policies sub-dimension of diversity management, and between intellectual stimulation and individual support sub-dimensions of transformational leadership and contingent reward sub-dimension of transactional leadership and individual attitudes and behaviors, organizational values and norms dimensions of diversity management. It was also found that there was a negative and weak relationship between management by exception (passive) and laissez-faire leadership dimensions of transactional leadership and individual attitudes and behaviors, administrative practices and policies sub-dimensions of diversity management, and between management by exception of transactional leadership (passive) and organizational values and norms sub-dimension of diversity management. Findings of study reveals that practices, such as individual attitudes and behaviors, managerial practices and politics associated with individualized consideration, dimension of transformational leaders and contingent, dimension of transactional leadership were significantly predictors of management skills diversity in schools. Furthermore practices of dimensions of transformational leadership, individualized consideration, idealized stimulation and of dimensions of transactional leadership, contingent reward significantly predictor dimensions of management diversity in schools in respect to organizational values and norms."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,"Mapping educational leadership, administration and management research 2007-2016 Thematic strands and the changing landscape","Tian, M; Huber, SG",2020,JOURNAL OF EDUCATIONAL ADMINISTRATION,10.1108/jea-12-2018-0234,,"Purpose The purpose of this paper is to examine the development of educational leadership, administration and management (EdLAM) research by identifying thematic strands that hallmark key publications and synthesise major research findings and limitations. Design/methodology/approach This study combines bibliometric and content analysis methods to review 2,347 publications from 15 core EdLAM journals published from 2007 to 2016. Findings The bibliometric analysis identified five EdLAM thematic strands: school leadership for enhancing students' academic achievement and teachers' effectiveness; leadership for educational change, accountability and promoting democratic values; leadership for social justice, equal education and narrowing achievement gaps; principal's instructional leadership for school improvement; and distributed leadership and its impact on organisational climate and teachers' attitudes and stress. The content analysis revealed that the EdLAM research from 2007 to 2016 further developed the following research areas: the dynamics between leaders and teachers in leadership work, the potential risks of distributed leadership and the EdLAM challenges brought by the New Public Management and neoliberalism. Originality/value This study depicts state-of-the-art EdLAM research. It confirms the combination of bibliometric and content analyses as a useful approach for large-scale review studies. Finally, this review suggests future research directions."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Reimagining Instructional Leadership: Integrated Leadership Functions Predicting Teacher Effectiveness and Teacher Morale,"Grant, DG; Drew, DE",2024,LEADERSHIP AND POLICY IN SCHOOLS,10.1080/15700763.2022.2140295,,"This study explored if and how principal practices from diverse leadership models could be integrated to predict burned out, ineffective, overextended, or engaged teachers. This unique approach produced an actionable blend of practices and the frequency explaining teacher outcomes. A sample of 240 teachers rated frequency of 58 principal principal practices via an online survey. Discriminant function analysis produced two integrated functions which improved prediction of teacher outcomes. The optimal frequency was ""sometimes."" Function two, ""community learning,"" had optimal impact on teachers when engaged ""frequently."" Both functions were needed to predict ""engaged"" teachers."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Multilevel analysis of the relationship between principals' perceived practices of instructional leadership and teachers' self-efficacy perceptions,"Bellibas, MS; Liu, Y",2017,JOURNAL OF EDUCATIONAL ADMINISTRATION,10.1108/jea-12-2015-0116,,"Purpose - The purpose of this paper is to investigate the extent to which principals' instructional leadership predicts teacher self-efficacy, in order to identify whether a relationship exists between principals' perceived instructional leadership practices and teachers perceived self-efficacy in classroom management, instruction, and student engagement, while controlling for several principal, teacher, and school characteristics. Design/methodology/approach - The data employed in this study were both teacher-and school-level data sets obtained from the Teaching and Learning International Survey, which was administered by the Organization for Economic Co-operation and Development in 2013. A two-level mixed model was employed in the analysis of the data by adding adjusted weights at both levels for the complex survey data. Findings - The results indicated a significant and positive relationship between principals' perceived instructional leadership practice and teachers' self-efficacy in all three aspects. Also, gender, experience, tenure status, and formal in-service training of teachers were found to be the key factors that have significant effects on teachers' self-efficacy perceptions. Practical implications - Findings suggested that international effort for mandating instructional leadership in schools is a worthwhile strategy, which can help teachers develop a greater sense of ability in classroom management, instruction, and student engagement. Originality/value - This study is the first of its kind to examine the relationship between instructional leadership and teachers' perceived self-efficacy in multiple areas related to teaching."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Evaluation of Collective Teacher Efficacy from the Perspective of Four-Frame Leadership Model,"Koçak, S; Özdemir, M",2020,EGITIM VE BILIM-EDUCATION AND SCIENCE,10.15390/eb.2019.8325,,"Collective teacher efficacy, as an important factor for school effectiveness, can be improved by leader behaviors in schools. Unlike the sum of individual teachers' efforts, the concept of collective teacher efficacy points to a greater impact on student achievement when teachers unify their efficacies. Therefore, examining the leadership orientations that play a role in the development process of collective teacher efficacy was seen worth for study. In this context, the purpose of the study is to find out the relationships between teachers' perceptions about four-frame leadership orientations of principals and collective teacher efficacy. 452 primary school teachers participated in the study in which Leadership Orientation Scale and Collective Teacher Efficacy Scale were used. The teacher perceptions showed that leadership frames preferred by school principals are, respectively, structural, political, human resource and symbolic frame. It was also found that the collective teacher efficacy perceptions of teachers were influenced by seniority of teachers and settlement location of schools. Controlling for the variables of seniority and settlement location of school, all leadership frames were found to be predictors of the collective teacher efficacy. Accordingly, while the strongest predictor was the symbolic frame, the weakest predictor was the structural frame."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Creating learning schools through learning-centered leadership: Understanding the moderating role of teacher performance,"Alanoglu, M",2025,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432231188641,,"How learning-centered leadership influences learning schools, and the effect of teacher performance on building learning schools is an area that remains unclear. The study aims to investigate the effect of learning-centered leadership on learning schools from teachers' perspectives. In the cross-sectional study, survey data were collected from 284 teachers in 50K-12 schools in Elazig, Turkiye. Structural equation modeling and bootstrapping method were used to analyze the data. Data analysis revealed that learning-centered leadership elicited direct and indirect effects on building learning schools and that teacher performance was a mediator in this relationship. Results contribute to the body of research that confirms the role of learning-centered leadership in the emergence of learning schools that also enables school improvement and effectiveness and highlights the importance of reflecting on this relationship."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,When the going gets tough: Schools in challenging circumstances and the effectiveness of principals' leadership styles,"Berkovich, I",2018,JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,10.1002/casp.2372,,"The principal's leadership style is one of the most common ways of conceptualizing school leadership behaviours. We lack understanding, however, of how the effectiveness of school leadership styles varies across degrees of challenging circumstances. Data obtained from a quantitative survey of primary school teachers in Israel (N=570) and from the Ministry of Education database were used to account for principals' leadership styles and their effectiveness in schools facing more challenging circumstances (N=15) and in those facing less challenging circumstances (N=46). Differences were found in the relations between principals' transactional behaviours on one hand and the teaching dimension of school culture and principals' perceived effectiveness on the other, as a function of challenging school circumstances. The study also found a difference in the relations of principals' transformational behaviours and the safety dimension of school culture, by level of challenging school circumstances. The data also revealed that in schools facing less challenging circumstances, principals' passive behaviours were related to students' achievements and principals' perceived effectiveness, but not in schools facing more challenging circumstances. The findings and their implications are discussed."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Fostering the capacity for distributed leadership: a post-heroic approach to leading school improvement,"Klar, HW; Huggins, KS; Hammonds, HL; Buskey, FC",2016,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2015.1005028,,"Principals are being encouraged to distribute leadership to increase schools' organizational capacities, and enhance student growth and learning. Extant research on distributed leadership practices provides an emerging basis for adopting such approaches. Yet, relatively less attention has been paid to examining the principal's role in fostering the leadership capacities of others to create the capacity for distributed leadership. In this article, we examine the specific practices of six high school principals who fostered the leadership capacities of 18 other leaders in their respective schools. Our findings illustrate the key steps these principals undertook in identifying potential leaders, creating leadership opportunities for them, facilitating their role transitions and providing them with continuous support."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,What difference does school leadership make to student outcomes?,"Robinson, V; Gray, E",2019,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,10.1080/03036758.2019.1582075,,"Although it is widely believed by parents and policy makers that the quality of school leadership makes a difference to what students learn at school, testing this hypothesis has proved very complex. Part of the problem is the unreliability of many measures of leadership quality. In addition, the field has been dominated until quite recently by abstract theories of leadership which are not closely aligned to the specific work of educational leaders. While recent research by economists has confirmed that school leadership makes a significant difference to student outcomes, their analyses beg the question of how these effects are produced. In this article we address this question by updating the first author's 2008 model of student-centred leadership which identified the average impact of five sets of leadership practices on student outcomes. We argue that future research programmes should develop theories and measures of educational leadership which are based on expert judgments of the quality of enactment of these five sets of practices, and test their impact on a wider range of student outcomes."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Developing and validating an instrument measuring school leadership,"Shen, JP; Ma, X; Gao, XY; Palmer, LB; Poppink, S; Burt, W; Leneway, R; McCrumb, D; Pearson, C; Rainey, M; Reeves, P; Wegenke, G",2019,EDUCATIONAL STUDIES,10.1080/03055698.2018.1446338,,"In this study, we developed and validated an instrument that researchers can use to measure the collective effort of principals and teachers who excise their own unique leadership to generate (integrated) school leadership. Based on 644 teachers, we found sound psychometric properties of the scales of the instrument and the instrument as a whole. We also explored the predictive properties of the instrument in predicting student achievement at the school level. Based on 53 schools, we found that the instrument can indeed measure the kind of school leadership that really matters to student achievement. When predicting student achievement (at the school level), the instrument tends to be more sensitive to more difficult school subjects (e.g. mathematics), implying that improvement in school leadership would lead to larger improvement in student achievement (at the school level) in more difficult school subjects."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,The Interaction of Principal and Teacher Instructional Influence as a Measure of Leadership as an Organizational Quality,"Jackson, KM; Marriott, C",2012,EDUCATIONAL ADMINISTRATION QUARTERLY,10.1177/0013161x11432925,,"Purpose: This article presents the design and test of a measure of school leadership as an organizational quality through the interaction of principal and teacher instructional influence. The Organizational Leadership Model hypothesizes four distinct conditions of school leadership, and the analysis investigates the relationship between teacher, principal, and school outcomes; school descriptors; and a school's category in the Organizational Leadership Model. Theoretical Orientation: Ogawa and Bossert's conception of leadership as an organizational quality serves as the theoretical foundation of this study, along with contemporary theories of distributed leadership, influence as leadership, and measurement of leadership. Data Source: This study draws teacher, principal, and school restricted-use data from the 2003-2004 Schools and Staffing Survey. The sample consists of 7,950 schools, their principals, and a random sample of teachers from each school. The school is the primary unit of analysis. Analysis: This study is conducted in two phases. In Phase 1, the Organizational Leadership Model (OLM) is tested for its ability to discriminate between teacher, principal, and school outcomes through a series of one-way ANOVA models. In Phase 2, a series of brr weighted ordered logit models explores the predictive power of school descriptors in determining the OLM category of schools. Findings: The analysis finds evidence that the Organizational Leadership Model is a robust measure of leadership as an organizational quality that effectively captures differences in school leadership contexts at the level of principals' and teachers' perceptions of their influence that precede task-oriented behaviors. Additionally, the study highlights the troubling relationship between schools serving high-need populations and those typified by low levels of school leadership. Implications for Research and Practice: The article identifies several avenues for future research to extend inquiry on the potential of the Organizational Leadership Model to develop additional nuance in discriminating between relationships among school contexts, leadership conditions, and teacher, principal, and school outcomes. The article further urges those implicit in maintaining the status quo of poor leadership accountability in schools, including those in the research community, to seek interventions at the level of principal and teacher perceptions of and professional standards for their practice."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Perceptions of Israeli school principals regarding the knowledge needed for instructional leadership,"Shaked, H",2023,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432211006092,,"Instructional leadership concerns the ongoing deep involvement of school principals in direct efforts to improve learning and achievement for all students. The goal of this study was to explore principals' perceptions regarding the knowledge required for instructional leadership. Study participants were 38 Israeli school principals, representing the population of Israeli principals in terms of sex, age, seniority, academic degree and school level. Data were collected through semi-structured interviews. Data analysis classified the statements of the study participants according to Shulman's seven categories of knowledge needed for effective teaching. The findings suggested that General Pedagogical Knowledge plays a key role in instructional leadership, while somewhat reducing the importance of Leadership Content Knowledge. Implications and further research of this study are discussed."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,School leadership capacity-building: developing country successful case studies,"Owen, SM; Toaiauea, T; Timee, T; Harding, T; Taoaba, T",2020,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,10.1108/ijem-10-2019-0379,,"Purpose Systems educational reform in developing countries through effective principal capacity- building programs is essential for improving student learning, with the purpose of this paper being to use case studies to identify key success factors in the implementation of an instructional leadership program in the developing country of Kiribati. Design/methodology/approach A case study approach involving mixed methods including semi-structured interviews and document analysis was used within three purposively sampled schools to examine implementation success factors relevant to instructional leadership literature Findings The case studies reveal the overall value of the Kiribati instructional leadership program involving school leader workshops and ongoing coaching support, with instructional leadership reflecting directive and collaborative, as well as transformative theoretical aspects. Key implementation success factors within researched schools were leaders undertaking regular observations in classrooms, systematic tracking of student achievement and nurturing a positive culture for learning, as well as establishment of various collaborative processes involving community and teacher peer learning groups. Research limitations/implications The study provides in-depth information through teacher and school leader interviews and examining relevant school documentation artefacts. A limitation is that the study involved only three schools and was undertaken less than a year into program implementation. Future research involving more schools and several years after implementation would be beneficial to investigate sustainability across the school system and longer-term program impacts. Practical implications The data provides practical tips for school leaders regarding effective teacher capacity-building approaches, as well as providing information for policy makers, especially in developing countries, about effective professional development programs for school leaders and teachers. 10; 10; Originality/value The study examines a system-wide workshop series and coaching approach to school leader and teacher capacity-building in a developing country from a theoretical and practical perspective relevant to instructional leadership and also transformational leadership, which is an under-researched area. 10; 10; 10;"
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Principals' transformational leadership and teachers' collective efficacy,"Dussault, M; Payette, D; Leroux, M",2008,PSYCHOLOGICAL REPORTS,10.2466/pr0.102.2.401-410,,"The study was designed to test the relationship of principals' transformational, transactional, and laissez-faire leadership with teachers' collective efficacy. Bandura's theory of efficacy applied to the group and Bass's transformational leadership theory were used as the theoretical framework. Participants included 487 French Canadian teachers from 40 public high schools. As expected, there were positive and significant correlations between principals' transformational and transactional leadership and teachers' collective efficacy. Also, there was a negative and significant correlation between laissez-faire leadership and teachers' collective efficacy. Moreover, regression analysis showed transformational leadership significantly enhanced the predictive capabilities of transactional leadership on teachers' collective efficacy. These results confirm the importance of leadership to predict collective efficacy and, by doing so, strengthen Bass's theory of leadership."
data_rawWoS_2025-08-23_PrincipalTL_StudentAchievement_179.ris,ris,Relationship Between School Principals' Strategic Leadership Characteristics and School Teachers' Organizational Commitment Levels,"Ucar, R; Dalgic, S",2021,EURASIAN JOURNAL OF EDUCATIONAL RESEARCH,10.14689/ejer.2021.91.6,,"Purpose: The main purpose of this study to determine the relationship between the strategic leadership characteristics of school principals and the level of organizational commitment of teachers. Research Methods: The universe of the research in the relational screening model is the 3648 teachers working in the secondary education institutions in Van province in the 2017-2018 academic year. 558 teachers, who were determined by the stratified sampling method, formed the sample of the research. Findings: According to research findings, teachers think that school principals usually show strategic leadership qualities. According to the teachers, school principals are generally in the dimension of strategic leadership, transformational applications, managerial applications and political applications, and in terms of ethical applications, they always demonstrate strategic leadership characteristics. Teachers' organizational commitment was found to be moderate in the study. Teachers' organizational commitment was found moderate level, at a low level in the compliance sub-dimension, a low level in the internalization sub-dimension, and a moderate level in the identification sub-dimension. Another finding of the study, it was found that there was a moderately significant positive relationship between the strategic leadership characteristics of school principals and the organizational commitment of teachers. Implications for Research and Practice: The finding that there is a moderate positive correlation between the strategic leadership characteristics of school principals and the level of organizational commitment of teachers, school principals are more likely to develop strategic leadership characteristics that will strengthen teachers' organizational commitment. (C) 2021 Ani Publishing Ltd. All rights reserved"
