key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[]
rayyan-304195758,Instructional leadership and the charter school principal,2018.0,1,1,,,,,,"Gawlik, M",,,,,"Few studies have investigated what occurs inside charter schools with respect to instructional leadership, teaching, and learning. To address this gap in the literature, this case study examines two major issues: how the principals at four charter schools enact instructional leadership in their respective schools, and what barriers the principals encounter when enacting instructional leadership at their school sites. The results highlight three main categories of instructional leadership practices: developing a school mission, managing curriculum and instruction, and promoting school climate and culture. In addition, the data reveal that while the principals attempted to engage in instructional leadership, they encountered barriers related to budgeting and staffing. The paper broadens the scholarly understanding of instructional leadership in schools with high levels of autonomy.","",,"",,,"",""
rayyan-304195759,"Instructional Leadership, Transformational Leadership: A Comparison of Two Leadership Concepts",2013.0,1,1,,,,,,"Li, DY and Chen, CW and Hallinger, P and Wang, WC",,,,,"The major objective of this paper is to explore the relationship between the concepts of principal instructional leadership and transformational leadership. These leadership constructs represent the most commonly studied models found in the education literature of the past 30 years. The study examines results obtained from two doctoral studies conducted in United States in 2010 and 2011. Both studies used the Principal Instructional Management Rating Scale (PIMRS) to assess instructional leadership of the principals participated in their research. For assessing principals' transformational leadership, the Leadership Practice Inventory (LPI) and the Multifactor Leadership Questionnaire (MLQ) were used. In this paper, we first compare the two concepts based on theory. We used this to develop predictions of the relationships among dimensions that comprise the models. We then compare the actual correlations among the constructs obtained in the two studies. Results show a strong fit of empirical data and our theoretical predications. The study adds to this literature by further clarifying differences and similarities between the models.","",,"",,,"",""
rayyan-304195760,Advancing Middle Level Leadership: Middle School Principal Preparation Programs and Approaches to Leadership,2025.0,1,1,,,,,,"Williams, TM and Burgess, WK",,,,,"Middle school principals are essential to creating a successful learning environment. They should possess expertise in adolescent development, foster a diverse and equitable school community, and invest in teacher development. This review searched, organized, and analyzed the literature between 2019 and 2024 specifically regarding middle school principal preparation programs and leadership approaches. We sought to identify any alignment with the leadership and organization characteristics outlined in the Association of Middle Level Education's The Successful Middle School: This We Believe framework The findings revealed a slight relationship between principal preparation programs and the leadership and organizational characteristics outlined by Bishop and Harrison. Our findings also revealed that many states lack specific credentialing requirements for middle school principals. To strengthen the field of middle school education, specifically principal preparation, further research will help educational leaders align their practices with middle school characteristics and advocate for the required credentials in this field.","",,"",,,"",""
rayyan-304195761,Leadership for learning as an organization-wide practice: evidence on its multilevel structure and implications for educational leadership practice and research,2021.0,1,1,,,,,,"Ahn, J and Bowers, AJ and Welton, AD",,,,,"Leadership for learning has emerged as a framework that subsumes the core characteristics of instructional leadership, transformational leadership, and distributed leadership. It acknowledges that leadership responsibilities are shared across stakeholders, inviting wider sources of leadership. If leadership for learning conceptualizes leadership as an organization-wide practice beyond that of an individual (e.g. the school principal), its measurement must accordingly invite perceptions and experiences of diverse stakeholders at multiple levels. Focusing solely on principals' or teachers' leadership perceptions is problematic since it fails to capture the unique lived realities teachers or principals experience concerning leadership enactment. It also limits the capacity to examine whether and how these multiple perspectives exert same or divergent impacts on staff development, school culture, and student learning. Thus, this study employed leadership for learning as its theoretical framework and rigorous multilevel factor analysis techniques to examine the extent to which individual teachers, teachers collectively, and principals show distinct perceptions of leadership practices. Four-fold cross-validation multilevel factor analysis revealed conceptual distinctions in how the three entities experience leadership practices distributed across the school. We also present implications for educational leadership research, practices, and policy.","",,"",,,"",""
rayyan-304195762,"Mapping educational leadership, administration and management research 2007-2016 Thematic strands and the changing landscape",2020.0,1,1,,,,,,"Tian, M and Huber, SG",,,,,"Purpose The purpose of this paper is to examine the development of educational leadership, administration and management (EdLAM) research by identifying thematic strands that hallmark key publications and synthesise major research findings and limitations. Design/methodology/approach This study combines bibliometric and content analysis methods to review 2,347 publications from 15 core EdLAM journals published from 2007 to 2016. Findings The bibliometric analysis identified five EdLAM thematic strands: school leadership for enhancing students' academic achievement and teachers' effectiveness; leadership for educational change, accountability and promoting democratic values; leadership for social justice, equal education and narrowing achievement gaps; principal's instructional leadership for school improvement; and distributed leadership and its impact on organisational climate and teachers' attitudes and stress. The content analysis revealed that the EdLAM research from 2007 to 2016 further developed the following research areas: the dynamics between leaders and teachers in leadership work, the potential risks of distributed leadership and the EdLAM challenges brought by the New Public Management and neoliberalism. Originality/value This study depicts state-of-the-art EdLAM research. It confirms the combination of bibliometric and content analyses as a useful approach for large-scale review studies. Finally, this review suggests future research directions.","",,"",,,"",""
rayyan-304195763,"Cross-cultural dimensions of applied, critical, and transformational leadership: women principals advancing social justice and educational equity",2014.0,1,1,,,,,,"Santamaría, LJ and Jean-Marie, G",,,,,"This study, based on the qualitatively rendered experiences and perceptions of educational leaders from historically underserved backgrounds in the US, argues that identity impacts leadership practice. To make this point, researchers build upon an emergent theoretical framework for applied critical leadership from the theories and traditions of transformational leadership, personal leadership, critical pedagogy, and critical race theory. With regard to methodology, a two-subject case study was validated by adding three additional participants for points of verification to the findings and discussion. Interview, field notes, and relevant documents were analyzed using phenomenology and constant comparative methods. Major findings indicate participants' practice reveal characteristics of cross-cultural applied, critical, and transformational leadership. These scholarly findings are significant because they can inform mainstream leadership practices contributing to educational equity, authentic multiculturalism, improved intercultural relations, innovation, increased academic achievement, and sustainable educational change.","",,"",,,"",""
rayyan-304195764,Relationship-based instructional leadership,2024.0,1,1,,,,,,"Shaked, H",,,,,"Instructional leadership is an educational leadership model in which principals are directly and continually involved in curricular and instructional issues. This study aimed to identify the relationships needed for principals' instructional leadership, a topic that has not been sufficiently explored. Participants of this qualitative study were 26 Israeli school principals. Data were collected through semi-structured interviews. Findings suggest that instructional leaders do not only focus on ensuring that educational work is carried out adequately but also on intrapersonal and interpersonal relationships. The basis for instructional leadership is four relationships that principals need to cultivate: (1) with themselves; (2) with school middle leaders; (3) with teachers; and (4) with external stakeholders. Implications and further research are discussed.","",,"",,,"",""
rayyan-304195766,Impact of effective leadership style on school performance: with reference to Central Colleges in the Western Province of Sri Lanka,2023.0,1,1,,,,,,"Fernando, LS and Kularathna, EAI and Kumarasinghe, IDCD",,,,,"The primary goal of any school is to improve the academic performance of students, which in turn leads to higher performance by school children and the school as well. Research has proved that school leaders can make a difference in school and student performance. Thus, the leadership style and the role of principals are crucial in directing their schools towards better performance. Central Colleges in Sri Lanka as secondary and collegiate levels of schools have shown higher performances in the past, but there is evidence that the performances of the Central Colleges are declining at present. Having explored the meaning of school performances, this study identifies characteristics of effective leadership and examines the impact of the effective leadership style on the school performance of Central Colleges in the Western Province of Sri Lanka. Based on quantitative research methods, primary data were collected using a structured questionnaire from a sample of 357 teachers using a random sampling method. Descriptive and inferential statistics were used to analyse the data. Based on the analysis five characteristics of effective leadership were identified explaining 81.4% variance in school performance and these characteristics significantly and positively affect school performance. Thus, school performances could be improved if principals are inclusive, innovative, resourceful, and thoughtful of others, encourage their teachers to get the best results, and create a stimulating environment for improving performance as there is a lack of research specifically, exploring the qualities of effective leadership style, this study filled an apparent knowledge gaps in prior research concerning effective leadership characteristics with empirical data.","",,"",,,"",""
rayyan-304195768,School context matters? Faculty trust and academic emphasis moderating the effects of principals' distributed leadership on teacher leadership,2024.0,1,1,,,,,,"Wendy, HL and Chen, WY",,,,,"PurposeThe importance of teacher leadership in enhancing school outcomes is recognized, but there remains a scarcity of research addressing the conditions for principals to nurture such leadership. This study examined how school contextual factors, i.e. faculty trust and academic emphasis, moderate the impact of principals' distributed leadership lon teacher leadership.Design/methodology/approachA nationwide survey was conducted among junior high school teachers in Taiwan. The sample encompassed schools from different geographical regions and sizes, yielding a total of 1,340 valid responses. Hierarchical regression analyses were employed to analyze the potential moderating effects of interest.FindingsThere were interactive effects of principals' distributed leadership and school contextual factors on teachers' adoption of leadership roles. The impact of principals' distributed leadership on teacher leadership was amplified in environments marked by elevated levels of trust relations and reduced academic emphasis.Practical implicationsThis study uncovers the critical prerequisites principals must address to cultivate teacher leadership. To effectively encourage heightened teacher engagement in leadership, principals must place a premium on nurturing trusting relations with their teaching staff and acknowledge that the influence of their leadership might be lessened in an environment where credentialism holds sway.Originality/valueThe exploration into faculty trust and academic emphasis yields insights into the conducive conditions for principals to foster teacher leadership. The identified attenuating impact of academic emphasis on principal effect within an Asian societal context highlights its significance not only as an organizational property but also as a manifestation of national cultural values.","",,"",,,"",""
rayyan-304195769,Academic leadership - special or simple,2017.0,1,1,,,,,,"Anthony, SG and Antony, J",,,,,"Purpose - Is academic leadership unique? Is it special? Do academic leaders require certain knowledge, skills and behaviours that only a career in academic can develop - or is it fundamentally the same as traditional leadership? This paper explores whether or not academic leadership is special or simple. It starts by defining the context and environment academic leaders find themselves in, moving onto explore characteristics and the overlap with traditional leadership thinking and finally concludes with current trends and a working definition of what academic leadership really is. The purpose of this paper is to explore the uniqueness of academic institutions and whether or not they require certain leadership characteristics which can only be found in academic career progression or could an exceptional individual from outside academia lead academics, researchers, administrators and support staff? Design/methodology/approach - Based around a literature review of current thinking on academic leadership and then the production of a Venn diagram to compares these current trends with more traditional definitions of leadership. Findings - The key findings of this paper include a definition of academic leadership, and how it is similar in many ways to traditional leadership thinking. However, there is a uniqueness centred on the culture and politics of an academic institution which many traditional leaders would not need to work within. Research limitations/implications - This paper is part of a wider research project relating to academic leadership and Lean Six Sigma and thus the author has searched out papers which support both areas of the author's interest. Practical implications -Anyone in a position of academic leadership may be interested in how it relates to traditional leadership concepts and where their field differs from others. Originality/value - No research current exists which overlaps academic leadership with traditional definitions and characteristics and thus this paper is a new view of academic leadership.","",,"",,,"",""
rayyan-304195770,Perceptions of Israeli school principals regarding the knowledge needed for instructional leadership,2023.0,1,1,,,,,,"Shaked, H",,,,,"Instructional leadership concerns the ongoing deep involvement of school principals in direct efforts to improve learning and achievement for all students. The goal of this study was to explore principals' perceptions regarding the knowledge required for instructional leadership. Study participants were 38 Israeli school principals, representing the population of Israeli principals in terms of sex, age, seniority, academic degree and school level. Data were collected through semi-structured interviews. Data analysis classified the statements of the study participants according to Shulman's seven categories of knowledge needed for effective teaching. The findings suggested that General Pedagogical Knowledge plays a key role in instructional leadership, while somewhat reducing the importance of Leadership Content Knowledge. Implications and further research of this study are discussed.","",,"",,,"",""
rayyan-304195771,Relationship Between School Principals' Strategic Leadership Characteristics and School Teachers' Organizational Commitment Levels,2021.0,1,1,,,,,,"Ucar, R and Dalgic, S",,,,,"Purpose: The main purpose of this study to determine the relationship between the strategic leadership characteristics of school principals and the level of organizational commitment of teachers. Research Methods: The universe of the research in the relational screening model is the 3648 teachers working in the secondary education institutions in Van province in the 2017-2018 academic year. 558 teachers, who were determined by the stratified sampling method, formed the sample of the research. Findings: According to research findings, teachers think that school principals usually show strategic leadership qualities. According to the teachers, school principals are generally in the dimension of strategic leadership, transformational applications, managerial applications and political applications, and in terms of ethical applications, they always demonstrate strategic leadership characteristics. Teachers' organizational commitment was found to be moderate in the study. Teachers' organizational commitment was found moderate level, at a low level in the compliance sub-dimension, a low level in the internalization sub-dimension, and a moderate level in the identification sub-dimension. Another finding of the study, it was found that there was a moderately significant positive relationship between the strategic leadership characteristics of school principals and the organizational commitment of teachers. Implications for Research and Practice: The finding that there is a moderate positive correlation between the strategic leadership characteristics of school principals and the level of organizational commitment of teachers, school principals are more likely to develop strategic leadership characteristics that will strengthen teachers' organizational commitment. (C) 2021 Ani Publishing Ltd. All rights reserved","",,"",,,"",""
rayyan-304195773,TRANSFORMATIONAL INSTRUCTOR-LEADERSHIP IN HIGHER EDUCATION TEACHING: A META-ANALYTIC REVIEW AND RESEARCH AGENDA,2016.0,1,1,,,,,,"Balwant, PT",,,,,"Researchers have shown that transformational leadership is applicable to higher education teaching, that is, transformational instructor-leadership. However, such research is fractionated across diverse fields. To address the fractionated literature, the purpose of the current study was to conduct a meta-analytic review of transformational instructor-leadership and to analyze research in which such leadership has been empirically associated with student outcomes. For the meta-analysis, the Hunter-Schmidt approach was adopted, and thus, correlations were corrected for attenuation due to measurement error. The findings indicated that transformational instructor-leadership was positively associated with students' motivation, satisfaction, perceptions of instructor credibility, academic performance, affective learning, and cognitive learning. Moderator analyses revealed that culture, course delivery, instrument, and gender were all significant moderators of the relationship between transformational instructor-leadership and specific student outcomes. The findings also showed that there were significant differences between the transformational leadership dimensions, thus supporting the notion that each dimension is conceptually distinct. The present meta-analysis drew from varied disciplines in contributing the first integrative review on transformational instructor-leadership. Future research needs to extend the literature with regard to context sensitivity, common method variance, causal conclusions, mechanisms, outcome measures, and control variables. Practically, higher education institutions should consider training transformational instructor-leaders.","",,"",,,"",""
rayyan-304195774,Does school leadership matter for teachers' classroom practice? The influence of instructional leadership and distributed leadership on instructional quality,2021.0,1,1,,,,,,"Bellibas, MS and Gümüs, S and Liu, Y",,,,,"The presented paper aims to examine the influence of principal leadership on teaching practices in order to reveal direct and indirect effects of instructional and distributed leadership models on teachers' instructional quality, with the mediating effect of teacher collaboration and job satisfaction. This research conducted secondary data analysis using the Teaching and Learning International Survey (TALIS) 2013 dataset collected by the Organisation for Economic Co-operation and Development (OECD). Multilevel structural equation modeling (SEM) was applied to the analysis of the data. The results suggested a significant direct effect of principals' instructional leadership on instructional quality, while the effect of distributed leadership was mainly indirect, mediated by teacher collaboration and job satisfaction.","",,"",,,"",""
rayyan-304195776,The Interaction of Principal and Teacher Instructional Influence as a Measure of Leadership as an Organizational Quality,2012.0,1,1,,,,,,"Jackson, KM and Marriott, C",,,,,"Purpose: This article presents the design and test of a measure of school leadership as an organizational quality through the interaction of principal and teacher instructional influence. The Organizational Leadership Model hypothesizes four distinct conditions of school leadership, and the analysis investigates the relationship between teacher, principal, and school outcomes; school descriptors; and a school's category in the Organizational Leadership Model. Theoretical Orientation: Ogawa and Bossert's conception of leadership as an organizational quality serves as the theoretical foundation of this study, along with contemporary theories of distributed leadership, influence as leadership, and measurement of leadership. Data Source: This study draws teacher, principal, and school restricted-use data from the 2003-2004 Schools and Staffing Survey. The sample consists of 7,950 schools, their principals, and a random sample of teachers from each school. The school is the primary unit of analysis. Analysis: This study is conducted in two phases. In Phase 1, the Organizational Leadership Model (OLM) is tested for its ability to discriminate between teacher, principal, and school outcomes through a series of one-way ANOVA models. In Phase 2, a series of brr weighted ordered logit models explores the predictive power of school descriptors in determining the OLM category of schools. Findings: The analysis finds evidence that the Organizational Leadership Model is a robust measure of leadership as an organizational quality that effectively captures differences in school leadership contexts at the level of principals' and teachers' perceptions of their influence that precede task-oriented behaviors. Additionally, the study highlights the troubling relationship between schools serving high-need populations and those typified by low levels of school leadership. Implications for Research and Practice: The article identifies several avenues for future research to extend inquiry on the potential of the Organizational Leadership Model to develop additional nuance in discriminating between relationships among school contexts, leadership conditions, and teacher, principal, and school outcomes. The article further urges those implicit in maintaining the status quo of poor leadership accountability in schools, including those in the research community, to seek interventions at the level of principal and teacher perceptions of and professional standards for their practice.","",,"",,,"",""
rayyan-304195778,Examining US principal perception of multiple leadership styles used to practice shared instructional leadership,2016.0,1,1,,,,,,"Urick, A",,,,,"Purpose - Decades of research on different leadership styles shows that effective school leadership is the degree of influence or synergy between teachers and principals around the core business of schools, instruction. While various styles, such as transformational, instructional, shared instructional, point to the similar measures of high organizational quality, the inconsistency in how these styles are defined and relate make it unclear how principals systematically improve schools. The paper aims to discuss these issues. Design/methodology/approach - This study used the 1999-2000 schools and staffing survey, n = 8,524 of US principals, since it includes a nationally representative sample of administrators who responded to a comprehensive set of leadership measures around a time of school restructuring reforms. Confirmatory factor analysis was used to identify different styles, and to measure the extent of their relationship. These factors were used to test a theory about why principals practice each of these styles to a different degree based on levels of shared instructional leadership. Findings - Based on the theoretical framework, principals should have a similar high influence over resources, safety and facilities regardless of degree of shared instructional leadership since these tasks address foundational school needs. However, principal and teacher influence over these resources differed across levels of shared instructional leadership more than principal-directed tasks of facilitating a mission, supervising instruction and building community. Originality/value - Differences in the practice of styles by shared instructional leadership did not fit changing, higher ordered needs as theorized instead seemed to vary by a hierarchy of control, the way in which principals shared influence with teachers.","",,"",,,"",""
rayyan-304195779,Principals' transformational leadership and teachers' collective efficacy,2008.0,1,1,,,,,,"Dussault, M and Payette, D and Leroux, M",,,,,"The study was designed to test the relationship of principals' transformational, transactional, and laissez-faire leadership with teachers' collective efficacy. Bandura's theory of efficacy applied to the group and Bass's transformational leadership theory were used as the theoretical framework. Participants included 487 French Canadian teachers from 40 public high schools. As expected, there were positive and significant correlations between principals' transformational and transactional leadership and teachers' collective efficacy. Also, there was a negative and significant correlation between laissez-faire leadership and teachers' collective efficacy. Moreover, regression analysis showed transformational leadership significantly enhanced the predictive capabilities of transactional leadership on teachers' collective efficacy. These results confirm the importance of leadership to predict collective efficacy and, by doing so, strengthen Bass's theory of leadership.","",,"",,,"",""
rayyan-304195780,Toward an evolving conceptualization of instructional leadership as leadership for learning: Meta-narrative review of 109 quantitative studies across 25 years,2018.0,1,1,,,,,,"Boyce, J and Bowers, AJ",,,,,"Purpose Instructional leadership has been an active area of educational administration research over the past 30 years. However, there has been significant divergence in how instructional leadership has been conceptualized over time. The purpose of this paper is to present a comprehensive review of 25 years of quantitative instructional leadership research, up through 2013, using a nationally generalizable data set. Design/methodology/approach The authors conducted a meta-narrative review of 109 studies that investigated at least one aspect of instructional leadership using the Schools and Staffing Survey (SASS) administered by the US National Center for Education Statistics. Findings There were four major themes of instructional leadership research that analyzed SASS data: principal leadership and influence, teacher autonomy and influence, adult development, and school climate. The three factors most researched in relationship to instructional leadership themes were: teacher satisfaction, teacher commitment, and teacher retention. This study details the major findings within each theme, describes the relationships between all seven factors, and integrates the relationships into a single model. Originality/value This paper provides the most comprehensive literature review to-date of quantitative findings investigating instructional leadership from the same nationally generalizable data set. This paper provides evidence that leadership for learning is the conceptual evolution of 25 years of diverse instructional leadership research.","",,"",,,"",""
rayyan-304195781,Academic leaders: In-role perceptions and developmental approaches,2024.0,1,1,,,,,,"Grajfoner, D and Rojon, C and Eshraghian, F",,,,,"Academic excellence is brought about by effective leadership, which may encompass the concept of distributed leadership, which signifies a collective engagement. However, leadership positions within higher education are frequently filled with scholars lacking leadership skills and experience, which can be detrimental both to their performance and well-being. To address this, we explored via interviews with academic leaders how academic leadership is defined and conceptualised and what their developmental needs are. Participants (N = 23) came from junior, middle and senior management levels. Findings suggest that their notions of leadership as well as any developmental needs/activities perceived useful, differ according to their leadership level. Although junior leaders were more concerned with procedural elements of leading, senior leaders focused on mentoring, social expectations and knowledge of academia. These findings have important implications for a wider theoretical conceptualisation of academic leadership, which are typically focused on individual senior leaders. Further, our findings inform leadership development programmes, as universities' dealings with academic leaders tend not to consider the differing requirements of junior, middle and senior academic leaders.","",,"",,,"",""
rayyan-304195782,Exploring the Impact of School Leadership on Student Learning Outcomes: Constraints and Perspectives,2015.0,1,1,,,,,,"Kythreotis, A and Antoniou, P",,,,,"The chapter aims to explore the various models proposed in the literature related with the impact of school leadership on student academic achievement. In doing so, and drawing mainly from the mediate and indirect models, the chapter also discusses the role of various intermediate/moderate variables that facilitate the impact of principal leadership on student-learning outcomes. Results from a qualitative exploratory study that took place in Cyprus are also presented. This study developed a framework of school principals' actions and strategies that teachers considered as effective in relation to improving their quality of teaching and student outcomes. Some of the problems related with measuring the impact of school leadership on student achievement, such as issues of conceptual and operational definitions of school leadership and methodological issues in research design are also elaborated. Finally, implications for policy and practice on school leadership are discussed and suggestions for future research are provided.","",,"",,,"",""
rayyan-304195784,Antecedent and consequence of school academic optimism and teachers' academic optimism model,2017.0,1,1,,,,,,"Hong, FY",,,,,"The main purpose of this research was to examine the relationships among school principals' transformational leadership, school academic optimism, teachers' academic optimism and teachers' professional commitment. This study conducted a questionnaire survey on 367 teachers from 20 high schools in Taiwan by random sampling, using principals' transformational leadership scale, a school academic optimism scale, teachers' academic optimism scale, and teachers' professional commitment scale. The results of confirmatory factor analysis showed that there is good fit in the factor structure of school academic optimism and teachers' academic optimism. The results of the Pearson product-moment correlation analysis and path analysis revealed that principals' transformational leadership has a positive effect on school academic optimism and teachers' academic optimism. School academic optimism has a positive effect on teachers' academic optimism. Principals' transformational leadership and teachers' academic optimism have a positive effect on teachers' professional commitment. Finally, this research offers some suggestions based on the results.","",,"",,,"",""
rayyan-304195785,The relative effects of principal and teacher sources of leadership on student engagement with school,1999.0,1,1,,,,,,"Leithwood, K and Jantzi, D",,,,,"Survey data from an achieved sample of 1, 762 teachers and 9,941 students in one large Canadian school district were used to explore the relative effects of principal and teacher leadership on student engagement with school. Results demonstrated greater effects of principal as compared to teacher sources of leadership on student engagement. The effects of principal leadership were weak bur significant, whereas the effects of teacher leadership were not significant Both forms of leadership were mediated by many of the same elements of the school organization.","",,"",,,"",""
rayyan-304195788,"Distributed leadership, professional collaboration, and teachers' job satisfaction in US schools",2019.0,1,1,,,,,,"Torres, DG",,,,,"This study uses hierarchical linear modeling (HLM) to investigate relationships among distributed leadership, professional collaboration, and teachers' job satisfaction in U.S. schools. Data are from the Organization for Economic Cooperation and Development (OECD) 2013 Teaching and Learning International Survey (TALIS). Results revealed teachers' perceptions of distributed leadership were significantly, positively associated with their job satisfaction after accounting for other individual and school culture variables, with reciprocal mediation between distributed leadership and professional collaboration. This study has policy implications for leadership in disadvantaged schools in addition to research implications, particularly regarding how leadership is reflected in the responses of different school stakeholders. (C) 2018 Elsevier Ltd. All rights reserved.","",,"",,,"",""
rayyan-304195789,"The Effect of Principal Behaviors on Student, Teacher, and School Outcomes: A Systematic Review and Meta-Analysis of the Empirical Literature",2019.0,1,1,,,,,,"Liebowitz, DD and Porter, L",,,,,"Principals are understood to be critical actors in improving teaching and learning conditions in schools; however, relatively little is known about the leadership strategies to which principals should dedicate their time and effort to improve outcomes. We review the empirical literature from 51 studies of principal behaviors and student, teacher, and school outcomes and conduct a meta-analysis of these relationships. Our analysis has three central findings: (1) we find direct evidence of the relationship between principal behaviors and student achievement (0.08-0.16 SD), teacher well-being (0.34-0.38 SD), teacher instructional practices (0.35 SD), and school organizational health (0.72-0.81 SD); (2) we highlight the importance of principal behaviors beyond instructional management as potential tools to improve student achievement outcomes; and (3) the preceding findings are based almost entirely on observational studies because the causal evidence base on school leadership behaviors is nonexistent. We argue our findings suggest value in investing in school leadership capacities. We conclude by discussing opportunities to improve the quality of future research examining the relationship between principal behaviors and student, teacher, and school outcomes.","",,"",,,"",""
rayyan-304195790,Impact of leaders' public service motivation on educational equity,2024.0,1,1,,,,,,"Woo, H and Choi, S",,,,,"There is growing concern that discriminatory access to education depending on socioeconomic status is becoming increasingly difficult and costly to resolve. This study highlights high school principals' public service motivation (PSM) to reduce gaps in academic achievement. Using the data from a survey of high school principals in Korea in 2018 and conducting a series of interviews, this study explores how principals' PSM influences educational equity for the socially underprivileged students. The results suggest that three dimensions of PSM (attraction to public participation, compassion, and self-sacrifice) are significantly related to increasing budget allocation for students' equity. The study concludes with suggestions for further research and presents possible alternatives to enhance educational equity for students.","",,"",,,"",""
rayyan-304195791,Developing and validating an instrument measuring school leadership,2019.0,1,1,,,,,,"Shen, JP and Ma, X and Gao, XY and Palmer, LB and Poppink, S and Burt, W and Leneway, R and McCrumb, D and Pearson, C and Rainey, M and Reeves, P and Wegenke, G",,,,,"In this study, we developed and validated an instrument that researchers can use to measure the collective effort of principals and teachers who excise their own unique leadership to generate (integrated) school leadership. Based on 644 teachers, we found sound psychometric properties of the scales of the instrument and the instrument as a whole. We also explored the predictive properties of the instrument in predicting student achievement at the school level. Based on 53 schools, we found that the instrument can indeed measure the kind of school leadership that really matters to student achievement. When predicting student achievement (at the school level), the instrument tends to be more sensitive to more difficult school subjects (e.g. mathematics), implying that improvement in school leadership would lead to larger improvement in student achievement (at the school level) in more difficult school subjects.","",,"",,,"",""
rayyan-304195792,How school leadership practices relate to student outcomes: Insights from a three-level meta-analysis,2024.0,1,1,,,,,,"Tan, CY and Dimmock, C and Walker, A",,,,,"The present study aims to generate broad insights from the large corpus of literature on the associations between a comprehensive range of school leadership practices and student outcomes in different school contexts. Three-level meta-analysis of 493 independent effects from 108 studies published since 2000 showed that the mean effect size was small at r = 0.14. Effect sizes for leadership practices ranged from r's = 0.10 to .26. Results underscored the importance of different types of leadership practices related to instructional management, enhancing teacher capacity, and engaging external stakeholders to improve student outcomes. School leadership practices were significantly associated with students' academic achievement (in different subjects except science) and learning attitudes/processes but not attainment. Moderator analyses showed that school leadership effects were significant in studies using a school-level analysis but not in those using a lower-level of analysis. Additionally, school leadership effects were significant at different grade levels (G1-G6, G7-G12) and in research reported in different study types (articles, dissertations) and in different years (2000-2009, 2010-2018).","",,"",,,"",""
rayyan-304195797,A Typology of Multiple School Leadership,2024.0,1,1,,,,,,"Cheng, YC",,,,,"In facing the challenges of huge transformations in different areas of society, many educators, policy makers, social leaders, researchers and other stakeholders may doubt how schools and their leadership and management remain relevant to and effective for the future of education. Given that multiple school functions are needed to serve society at different levels, the required roles in school leadership are inevitably multiple, diverse and demanding. In past decades, many studies have been conducted with a focus on some aspects of leadership functions and processes. Unfortunately, there is a lack of a typology of school leadership to map out comprehensive leadership profiles and understand their multiple characteristics for leading school development and effectiveness in a fast-changing environment. Based on the framework of multiple school effectiveness, this paper aims to propose a typology of multiple school leadership that can provide a new, comprehensive way to re-conceptualize the multiple nature and characteristics of school leadership in a complicated context. Depending on the rationalities, concerns, actions, outcomes and contexts of leadership in practice, the typology of multiple school leadership may include six models: technological leadership, economic leadership, social leadership, political leadership, cultural leadership, and learning leadership. Within this typology, new possibilities and approaches to school leadership can be drawn for research, practice and development towards the future.","",,"",,,"",""
rayyan-304195798,Examination of the relationship between school principals' 21st century skills and their strategic leadership according to teachers' opinions,2020.0,1,1,,,,,,"Özdemir, S and Çoban, Ö and Bozkurt, S",,,,,"This study aims to examine the relationship between school principals' 21st century skills and their strategic leadership according to teachers' opinions. In this quantitative research, a descriptive model that describes the situation was used. The study was conducted in Ankara, and 424 teachers joined the study. To get data from teachers, two scales were used: 21st Century Educational Administrators' Skills Scale and Strategic Leadership Scale. In order to determine the level of school principals' 21st century skills and their strategic leadership, descriptive analysis was used as well as Pearson Correlation Analysis and Regression analysis. There were significant positive relationships between all dimensions of educational administrators' 21st century skills and strategic leadership behaviors. Besides, education managers' 21st century skills were found to be a significant predictor of their strategic leadership behaviors. As a result of the research, it was revealed that information literacy, technology literacy, accountability, leadership and responsibility were significant predictors of managerial leadership behavior. School administrators need to increase their levels of knowledge literacy, technological literacy, accountability, leadership, and responsibility skills in order to improve their managerial leadership behaviors.","",,"",,,"",""
rayyan-304195799,System Leadership and School Leadership,2018.0,1,1,,,,,,"Gurr, D and Drysdale, L",,,,,"This article describes research on system and school leadership from three perspectives. At the system level, leadership was evident at the senior levels of the central and regional systems, with principal network leaders having potential to exercise occasional leadership. Principals tended not to operate as system leaders because they had limited influence across multiple schools. At a regional level, it was clear that directors acted as system level leaders, exerting wide influence on clusters of schools to improve. At a school level, the work of the principal, other school leaders, and critical friends was more important to the improvement journey of the school than system leadership. It seems that whilst system leadership can be important, it needs to work in conjunction with school leadership to maximize influence on school success.","",,"",,,"",""
rayyan-304195800,Assessing the antecedents and consequences of teacher leadership: a partial least squares analysis,2022.0,1,1,,,,,,"Ding, ZY and Thien, LM",,,,,"Separate investigations into the antecedents of teacher leadership and the consequences of teacher leadership for teacher outcomes have limited a more comprehensive knowledge production in the literature. This study aims to investigate teacher leadership with the antecedents of learning-centered leadership through collective teacher efficacy and its impact on teacher professional learning in a structural model. Data were collected from 650 teachers in Changsha, China using a multistage sampling method. This study used partial least squares structural equation modeling for data analysis. The findings showed that principal learning-centered leadership has a positive and significant direct effect on teacher leadership. Collective teacher efficacy has significantly mediated the relationship between learning-centered leadership and teacher leadership. Teacher leadership has a positive and direct effect on teacher professional learning. This study has provided the direction for the school principals to initiate strategies to promote teacher professional learning through teacher leadership, particularly in Asian societies. Limitations and future studies were discussed.","",,"",,,"",""
